Country,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,Temperature,Humidity,WindSpeed,Date,Station_ID,Status,Year,Month,Month_Name,Quarter,High_AQI_Flag,Pollution_Load
Vietnam,Ho Chi Minh City,173.69,297.43,54.85,77.7,12.72,115.59,266.0,21.68,63.0,5.61,2024-04-21,7779,Very Unhealthy,2024,4,April,2,1,0.720363315998701
China,Beijing,120.49,178.51,89.2,58.51,6.38,101.63,159.0,38.06,61.56,4.98,2024-04-22,5896,Unhealthy,2024,4,April,2,1,0.5465034693775825
USA,New York,62.66,99.08,44.92,10.97,2.47,76.32,86.0,37.5,61.49,4.2,2024-04-23,2441,Moderate,2024,4,April,2,0,0.26119701664707656
Germany,Berlin,160.05,238.14,95.51,57.53,8.57,43.71,220.0,35.11,70.18,3.14,2024-04-24,6371,Very Unhealthy,2024,4,April,2,1,0.5559986925010013
USA,Chicago,163.26,245.95,112.23,22.43,6.23,34.63,179.0,29.37,81.16,6.04,2024-04-25,5271,Unhealthy,2024,4,April,2,1,0.4791246019154464
USA,Chicago,253.98375000000001,353.6,151.46875,61.08,14.94125,81.89,300.5,17.14,94.29,8.36,2024-04-26,5774,Hazardous,2024,4,April,2,1,0.8591072363598108
Vietnam,Hanoi,116.02,175.34,58.65,57.52,7.9,101.36,137.0,36.26,51.23,8.11,2024-04-27,2114,Unhealthy for Sensitive Groups,2024,4,April,2,1,0.5229732180911137
Japan,Osaka,116.01,177.815,77.98,20.06,4.31,63.54,107.0,25.05,68.9,7.28,2024-04-28,8304,Unhealthy for Sensitive Groups,2024,4,April,2,1,0.3897422737186065
China,Beijing,138.65,210.23,48.46,59.74,3.8,85.3,167.0,23.76,62.29,6.06,2024-04-29,6263,Unhealthy,2024,4,April,2,1,0.47991702882750814
Germany,Berlin,122.24,173.53,76.0,50.87,5.67,103.46,150.0,29.45,62.67,7.5,2024-04-30,8549,Unhealthy for Sensitive Groups,2024,4,April,2,1,0.5112918385470181
Japan,Osaka,118.53,177.97,57.87,18.96,4.98,63.04,120.0,26.36,56.65,6.34,2024-05-01,4260,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.37397894947349464
Japan,Osaka,142.35,203.27,98.66,47.69,8.37,74.35,161.0,39.89,70.06,5.44,2024-05-02,1379,Unhealthy,2024,5,May,2,1,0.5509543802272558
China,Beijing,207.62,337.91,91.43,74.76,5.62,97.42,217.0,34.61,94.16,6.48,2024-05-03,7730,Very Unhealthy,2024,5,May,2,1,0.6938354315112486
Germany,Munich,122.21,219.18,54.91,36.23,9.25,96.67,143.0,13.09,16.31,6.45,2024-05-04,8968,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.5132744969265197
Vietnam,Da Nang,93.56,140.9,59.37,36.92,6.57,64.33,145.0,8.62,57.01,3.56,2024-05-05,1987,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.39432159857255816
USA,Los Angeles,29.03,37.06,14.54,6.48,2.25,59.48,33.0,29.3,75.05,6.47,2024-05-06,1265,Good,2024,5,May,2,0,0.14523646962703632
USA,Los Angeles,175.61,233.95,113.02,20.71,12.27,28.76,213.0,22.86,67.42,6.82,2024-05-07,1525,Very Unhealthy,2024,5,May,2,1,0.5402051619184267
USA,Los Angeles,72.74,93.24,32.33,17.37,3.02,110.78,57.0,16.8,71.29,7.21,2024-05-08,9827,Moderate,2024,5,May,2,0,0.31271901635730753
Germany,Munich,62.91,111.71,39.95,17.18,1.68,64.71,72.0,40.54,41.1,5.94,2024-05-09,6468,Moderate,2024,5,May,2,0,0.24907208473195172
Vietnam,Da Nang,71.61,176.23,30.04,12.84,3.62,85.28,88.0,33.5,47.08,5.69,2024-05-10,2237,Moderate,2024,5,May,2,0,0.3126388763280786
USA,New York,71.78,102.95,41.62,17.89,4.12,56.79,80.0,22.41,70.65,7.21,2024-05-11,2840,Moderate,2024,5,May,2,0,0.2716084060825643
USA,New York,122.36,191.17,80.14,31.12,8.46,59.1,153.0,9.37,85.4,6.71,2024-05-12,9413,Unhealthy,2024,5,May,2,1,0.46329487210891346
Vietnam,Da Nang,91.63,139.34,29.52,33.89,3.15,70.305,96.0,44.29,53.05,2.81,2024-05-13,8675,Moderate,2024,5,May,2,0,0.3227487379380148
USA,Chicago,135.76,211.87,88.15,36.13,5.78,81.33,132.0,31.25,55.92,9.03,2024-05-14,4127,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.49755431787905063
Vietnam,Da Nang,168.04,212.25,102.92,71.09,10.02,53.77,196.0,30.02,100.0,4.56,2024-05-15,8060,Unhealthy,2024,5,May,2,1,0.6115822298180446
Japan,Osaka,162.29,286.81,92.65,63.33,9.9,46.26,198.0,21.05,70.77,3.37,2024-05-16,8393,Unhealthy,2024,5,May,2,1,0.6046444933891285
China,Shenzhen,111.29,169.3,87.08,48.38,7.5,98.6,142.0,30.95,53.5,4.09,2024-05-17,6413,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.5243259146864702
Vietnam,Hanoi,80.31,124.75,53.87,27.56,6.39,85.53,81.0,13.52,52.33,6.04,2024-05-18,6567,Moderate,2024,5,May,2,0,0.3800794495916331
Germany,Hamburg,121.56,190.02,71.81,34.81,3.54,81.73,125.0,27.17,50.74,6.2,2024-05-19,8084,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.4330574106321739
Vietnam,Ho Chi Minh City,150.69,185.11,63.28,52.5,6.98,103.92,187.0,35.26,72.99,5.67,2024-05-20,5813,Unhealthy,2024,5,May,2,1,0.5395514788731893
Vietnam,Da Nang,112.02,198.0,79.53,12.41,7.5,27.2,159.0,30.12,40.44,6.54,2024-05-21,7388,Unhealthy,2024,5,May,2,1,0.37374188638673883
Vietnam,Hanoi,36.37,50.31,26.14,15.64,2.52,47.51,54.0,35.12,52.07,0.9,2024-05-22,4690,Moderate,2024,5,May,2,0,0.1733828327860284
Japan,Osaka,41.55,50.26,21.42,9.25,2.27,93.38,32.0,26.4,73.96,6.51,2024-05-23,3465,Good,2024,5,May,2,0,0.21537575275335677
Japan,Tokyo,96.06,131.76,66.96,46.35,7.63,108.58,129.0,38.79,80.1,6.98,2024-05-24,6351,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.4854086578846509
USA,Los Angeles,62.69,174.1,46.4,13.93,1.37,107.63,73.0,29.95,63.17,4.86,2024-05-25,4282,Moderate,2024,5,May,2,0,0.3289957114509141
USA,Los Angeles,80.23,142.78,48.85,28.93,5.71,73.77,102.0,33.55,26.2,6.92,2024-05-26,3500,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.3623936711151979
China,Beijing,138.59,214.13,100.15,59.98,2.87,56.77,137.0,22.04,53.63,7.81,2024-05-27,4377,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.4930726539482952
Japan,Tokyo,119.76,207.3,91.39,43.46,8.36,65.06,147.0,18.5,45.48,6.01,2024-05-28,2653,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.5099975122852549
Vietnam,Da Nang,11.97,15.18,4.97,2.17,0.92,51.37,21.0,33.77,20.31,4.46,2024-05-29,1646,Good,2024,5,May,2,0,0.08039394991221359
China,Shenzhen,86.62,115.32,28.66,34.03,2.49,39.72,81.0,25.97,50.5,6.96,2024-05-30,6710,Moderate,2024,5,May,2,0,0.26179396497052215
Vietnam,Ho Chi Minh City,56.83,90.55,26.34,6.74,1.4,72.37,37.0,37.85,59.25,8.13,2024-05-31,6166,Good,2024,5,May,2,0,0.208114641697953
China,Shenzhen,113.01,176.35,82.69,55.05,4.47,55.38,136.0,27.98,63.2,6.25,2024-06-01,4421,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.44694495018629304
China,Shanghai,19.46,27.96,6.1,6.78,1.28,118.02,34.0,32.28,89.91,5.67,2024-06-02,3675,Good,2024,6,June,2,0,0.18922662434408735
Germany,Munich,56.98,73.22,19.57,23.9,3.35,80.44,55.0,33.66,69.09,5.36,2024-06-03,4817,Moderate,2024,6,June,2,0,0.2560451420506354
China,Shanghai,103.99,179.33,77.03,34.96,6.19,37.55,109.0,30.04,81.3,7.51,2024-06-04,1447,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.39637104442714405
China,Shanghai,151.84,207.13,75.91,43.77,4.36,101.74,154.0,18.24,61.56,4.69,2024-06-05,3017,Unhealthy,2024,6,June,2,1,0.5162763300986787
Germany,Berlin,94.52,124.35,61.12,13.68,5.305,69.1,105.0,27.95,63.36,6.71,2024-06-06,8273,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.33942852036398014
China,Shanghai,181.94,305.95,81.49,81.86,10.63,69.35,205.0,27.04,38.83,10.49,2024-06-07,1806,Very Unhealthy,2024,6,June,2,1,0.6848057941941019
Germany,Munich,61.95,87.45,23.07,9.32,4.31,87.92,56.0,25.09,96.79,5.78,2024-06-08,7540,Moderate,2024,6,June,2,0,0.2635639305777006
China,Beijing,168.85,212.41,88.76,56.83,13.36,51.94,212.0,27.77,68.0,7.64,2024-06-09,7234,Very Unhealthy,2024,6,June,2,1,0.605853896050547
USA,New York,68.03,92.9,46.41,29.67,4.22,53.13,70.0,14.87,56.87,7.63,2024-06-10,2521,Moderate,2024,6,June,2,0,0.28770597562955474
China,Shenzhen,99.79,139.38,68.85,27.01,5.42,90.78,110.0,15.94,55.91,5.33,2024-06-11,9462,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.411114780733748
Vietnam,Hanoi,93.27,116.17,43.91,28.73,7.15,51.86,95.0,26.23,63.56,8.23,2024-06-12,4434,Moderate,2024,6,June,2,0,0.3417844208175875
Vietnam,Ho Chi Minh City,56.33,98.66,25.27,27.5,3.94,45.57,50.0,35.04,97.97,7.48,2024-06-13,6871,Good,2024,6,June,2,0,0.24222375187954137
Japan,Osaka,109.84,138.66,49.22,34.23,5.28,15.91,135.0,24.98,22.86,5.45,2024-06-14,4129,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.3121746721288495
China,Beijing,215.35,367.17,121.34,93.33125000000001,8.87,71.46,233.0,34.72,43.48,9.07,2024-06-15,9305,Very Unhealthy,2024,6,June,2,1,0.7825142000644866
Japan,Osaka,88.31,143.54,61.38,43.54,3.97,72.5,95.0,36.59,65.17,4.38,2024-06-16,5182,Moderate,2024,6,June,2,0,0.38733506615762653
USA,New York,165.46,243.2,69.54,77.0,7.91,49.72,166.0,16.34,71.93,5.92,2024-06-17,8486,Unhealthy,2024,6,June,2,1,0.5682704861035718
Vietnam,Hanoi,124.08,157.41,89.96,49.02,8.15,16.24,136.0,27.84,38.45,7.33,2024-06-18,7226,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.43483881828136356
Germany,Munich,5.0,10.0,3.5,1.84,0.29,89.46,10.0,17.78,26.66,5.97,2024-06-19,2639,Good,2024,6,June,2,0,0.11239897488140405
Japan,Osaka,72.86,101.29,54.07,22.19,5.63,67.96,80.0,26.67,63.72,5.28,2024-06-20,6078,Moderate,2024,6,June,2,0,0.32435402752692605
Vietnam,Ho Chi Minh City,64.94,92.79,45.31,9.73,1.61,82.08,70.0,42.93,72.53,6.52,2024-06-21,5926,Moderate,2024,6,June,2,0,0.2557603041387065
China,Shenzhen,168.76,284.63,106.73,51.03,3.55,58.64,164.0,21.86,55.14,5.3,2024-06-22,2383,Unhealthy,2024,6,June,2,1,0.5458857825613855
Germany,Munich,116.85,150.14,75.36,49.54,4.29,78.27,128.0,23.13,81.48,4.54,2024-06-23,1259,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.44670946018231117
Japan,Kyoto,157.62,257.73,98.51,69.56,4.9,5.0,125.0,21.29,72.27,10.92,2024-06-24,6296,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.4978762353979113
Vietnam,Hanoi,94.96,133.68,58.9,17.88,3.0,89.92,97.0,22.78,62.68,3.14,2024-06-25,5079,Moderate,2024,6,June,2,0,0.34949840199301313
China,Shenzhen,73.19,105.3,24.65,27.99,2.67,68.28,72.0,25.4,65.28,5.71,2024-06-26,1151,Moderate,2024,6,June,2,0,0.27119207327423855
China,Shenzhen,120.11,151.34,56.51,14.22,6.23,90.13,111.0,27.4,43.96,8.1,2024-06-27,3551,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.4014737457758159
China,Shenzhen,179.97,317.61,141.23,36.73,11.89,68.47,217.0,12.27,32.02,11.01,2024-06-28,8697,Very Unhealthy,2024,6,June,2,1,0.6868690368255391
Vietnam,Hanoi,174.81,307.11,115.35,79.43,4.23,37.56,198.0,45.0,58.64,4.58,2024-06-29,4437,Unhealthy,2024,6,June,2,1,0.6017453792831793
Japan,Osaka,119.305,91.51,39.44,25.09,5.72,80.24,82.0,34.08,98.05,5.0,2024-06-30,7797,Moderate,2024,6,June,2,0,0.35658422702489245
China,Shanghai,52.72,85.61,18.83,12.43,3.5,83.03,66.0,24.21,85.29,7.41,2024-07-01,3824,Moderate,2024,7,July,3,0,0.24215549799615688
China,Shenzhen,100.43,124.63,35.62,18.92,3.84,34.1,88.0,32.65,70.69,4.8,2024-07-02,3480,Moderate,2024,7,July,3,0,0.2637100117064055
China,Shanghai,143.78,229.97,75.58,61.56,4.92,62.02,170.0,31.14,34.53,6.015,2024-07-03,2792,Unhealthy,2024,7,July,3,1,0.5087405574222387
China,Beijing,113.43,145.24,76.44,37.54,5.76,33.38,105.0,31.06,77.24,5.49,2024-07-04,9151,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.38137639933596507
China,Shanghai,171.2,279.29,91.76,73.52,7.64,54.85,184.0,31.1,53.94,6.68,2024-07-05,7613,Unhealthy,2024,7,July,3,1,0.6101683032081064
Japan,Osaka,165.24,279.4,91.84,75.81,8.95,101.18,209.0,45.0,100.0,5.63,2024-07-06,6260,Very Unhealthy,2024,7,July,3,1,0.6838980024688096
Vietnam,Hanoi,67.3,84.48,52.29,10.22,4.12,89.97,83.0,37.49,59.69,4.96,2024-07-07,6432,Moderate,2024,7,July,3,0,0.30049301723969446
Vietnam,Ho Chi Minh City,96.75,141.03,62.9,18.66,6.64,69.21,116.0,20.21,63.37,11.348749999999999,2024-07-08,1560,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.3744628771944851
China,Shanghai,143.1,191.55,73.72,44.79,9.02,56.89,160.0,29.46,69.08,10.18,2024-07-09,1761,Unhealthy,2024,7,July,3,1,0.4983513307534336
USA,Los Angeles,110.37,149.48,59.68,53.01,7.76,114.98,146.0,15.78,61.17,6.58,2024-07-10,9604,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.5163651776583826
China,Beijing,74.08,122.32,33.97,25.38,4.01,64.37,89.0,30.81,100.0,4.61,2024-07-11,2640,Moderate,2024,7,July,3,0,0.2951475956999314
Vietnam,Ho Chi Minh City,66.96,96.1,37.25,25.09,4.32,84.33,71.0,23.55,70.62,3.01,2024-07-12,4648,Moderate,2024,7,July,3,0,0.310612638750561
Vietnam,Ho Chi Minh City,203.45,267.7,112.11,92.36,12.99,41.14,224.0,33.79,74.36,8.85,2024-07-13,2086,Very Unhealthy,2024,7,July,3,1,0.7259877459118312
Vietnam,Ho Chi Minh City,67.09,101.38,26.27,32.89,4.77,55.32,84.0,26.88,74.55,2.77,2024-07-14,8609,Moderate,2024,7,July,3,0,0.2831651587196002
Germany,Hamburg,180.72,270.95,81.0,54.77,4.3,84.31,185.0,24.95,99.79,6.17,2024-07-15,8215,Unhealthy,2024,7,July,3,1,0.5668199298218545
China,Shenzhen,117.8,205.65,58.02,48.92,5.31,81.86,141.0,31.97,61.95,7.68,2024-07-16,1011,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.4676434586364319
Japan,Osaka,161.37,265.28,54.23,65.64,3.41,72.14,165.0,24.0,84.59,8.94,2024-07-17,8692,Unhealthy,2024,7,July,3,1,0.5156872867489701
Japan,Tokyo,190.91,331.34,92.97,60.87,5.82,98.17,233.0,18.54,62.81,3.12,2024-07-18,6290,Very Unhealthy,2024,7,July,3,1,0.6595622888362537
USA,Los Angeles,100.26,137.56,54.7,17.06,3.23,92.66,89.0,27.88,95.16,9.35,2024-07-19,2579,Moderate,2024,7,July,3,0,0.3546690393189231
Germany,Munich,56.99,81.94,44.42,15.34,2.03,51.4,49.0,38.49,70.85,6.09,2024-07-20,4215,Good,2024,7,July,3,0,0.22055708910778613
China,Beijing,97.0,170.05,57.12,29.75,7.55,83.6,149.0,31.07,62.33,5.9,2024-07-21,9433,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.42960344135243794
China,Beijing,120.54,155.74,70.07,47.67,6.25,64.57,130.0,21.53,70.34,5.95,2024-07-22,4695,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.44704398457509686
Vietnam,Da Nang,116.64,187.18,47.92,24.29,5.9,87.86,137.0,31.04,67.28,4.26,2024-07-23,2553,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.417143734983971
Germany,Munich,54.19,73.3,29.95,12.28,2.02,52.88,39.0,28.63,73.83,4.21,2024-07-24,2724,Good,2024,7,July,3,0,0.19493656564971096
China,Beijing,126.91,203.99,65.45,51.5,9.68,72.78,180.0,29.48,61.6,5.23,2024-07-25,5106,Unhealthy,2024,7,July,3,1,0.523507111464313
China,Shenzhen,147.25,200.76,54.88,70.86,7.29,26.56,150.0,19.44,63.41,9.4,2024-07-26,5933,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.47340672219725416
Japan,Kyoto,85.29,111.5,40.73,37.91,2.92,36.64,100.0,28.3,55.4,2.42,2024-07-27,8571,Moderate,2024,7,July,3,0,0.2805873904127409
USA,Chicago,102.38,143.77,38.11,19.65,4.4,72.7,92.0,20.74,64.71,6.6,2024-07-28,9468,Moderate,2024,7,July,3,0,0.33286715540606254
USA,Los Angeles,59.87,174.1,39.51,7.23,3.02,61.09,73.0,37.03,54.87,7.32,2024-07-29,3157,Moderate,2024,7,July,3,0,0.26685825034711597
Japan,Osaka,197.07,312.15,91.86,89.08,14.94125,36.17,269.0,36.01,52.66,0.5787499999999994,2024-07-30,7140,Very Unhealthy,2024,7,July,3,1,0.7286439110772057
China,Shenzhen,44.13,77.29,29.58,12.19,2.87,49.31,43.0,20.19,83.35,6.75,2024-07-31,1560,Good,2024,7,July,3,0,0.1944257516905359
Germany,Hamburg,121.59,197.07,71.89,46.71,3.43,60.55,124.0,15.76,43.55,7.13,2024-08-01,1786,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.4297034306260019
China,Beijing,64.54,88.73,39.59,6.76,5.04,70.22,73.0,41.97,76.46,7.19,2024-08-02,1234,Moderate,2024,8,August,3,0,0.2654262511860241
China,Shenzhen,207.36,355.93,151.46875,23.07,7.67,94.06,238.0,25.06,80.15,4.53,2024-08-03,1558,Very Unhealthy,2024,8,August,3,1,0.6940979175314584
China,Beijing,193.33,322.14,121.48,32.79,12.22,79.69,241.0,41.29,75.32,7.17,2024-08-04,7500,Very Unhealthy,2024,8,August,3,1,0.6866273693026067
Japan,Tokyo,175.54,299.41,85.95,39.73,8.81,117.87,215.0,16.77,73.49,8.02,2024-08-05,8877,Very Unhealthy,2024,8,August,3,1,0.6476046757981295
Germany,Munich,158.45,218.16,119.6,63.67,7.74,134.74,172.0,17.85,89.76,6.03,2024-08-06,4076,Unhealthy,2024,8,August,3,1,0.6900504561249532
USA,Los Angeles,47.49,72.1,16.28,19.38,5.39,107.01,23.0,20.2,100.0,6.2,2024-08-07,8407,Good,2024,8,August,3,0,0.29395972228218287
China,Shanghai,98.56,140.02,36.59,33.3,6.87,104.83,118.0,18.24,69.47,5.69,2024-08-08,5305,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.42005465512863166
USA,Los Angeles,167.33,209.28,69.3,37.97,11.11,76.01,182.0,10.66,60.49,6.76,2024-08-09,2930,Unhealthy,2024,8,August,3,1,0.5529458712660391
Japan,Kyoto,93.73,122.15,51.26,25.35,4.79,60.89,67.0,32.32,71.27,6.99,2024-08-10,9429,Moderate,2024,8,August,3,0,0.3317980249583995
Japan,Osaka,134.64,206.49,90.78,32.74,5.93,56.44,148.0,23.08,81.23,8.3,2024-08-11,4052,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.461349056761752
Japan,Osaka,124.0,211.7,67.82,27.93,9.89,61.7,180.0,25.23,78.18,4.94,2024-08-12,8984,Unhealthy,2024,8,August,3,1,0.47340426533881663
USA,Los Angeles,148.94,220.59,83.62,25.48,4.01,94.3,153.0,34.03,74.38,6.89,2024-08-13,2581,Unhealthy,2024,8,August,3,1,0.482554794386044
Japan,Kyoto,131.99,229.52,50.63,51.81,8.61,78.41,158.0,27.8,61.25,6.04,2024-08-14,5306,Unhealthy,2024,8,August,3,1,0.5174448524041037
Vietnam,Ho Chi Minh City,209.01,346.93,143.02,81.28,5.46,38.23,238.0,38.1,58.4,8.62,2024-08-15,7988,Very Unhealthy,2024,8,August,3,1,0.6912457079306743
Vietnam,Da Nang,84.51,149.87,61.14,14.03,4.45,42.3,83.0,6.850000000000005,55.21,10.35,2024-08-16,3068,Moderate,2024,8,August,3,0,0.30118088728679204
Vietnam,Hanoi,138.98,168.24,72.3,42.31,9.8,87.5,147.0,27.27,80.95,3.94,2024-08-17,8494,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.5267077843669428
Vietnam,Hanoi,38.75,67.68,19.74,19.22,1.03,84.2,52.0,28.41,37.58,5.29,2024-08-18,5844,Moderate,2024,8,August,3,0,0.211827502532674
China,Shanghai,106.89,182.98,46.89,30.87,3.93,99.67,103.0,24.9,37.04,8.22,2024-08-19,6030,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.41232326317899703
Germany,Munich,82.84,148.72,65.19,38.7,4.57,102.53,109.0,14.38,49.03,10.17,2024-08-20,2359,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.4263038018780267
USA,New York,66.33,107.28,31.85,20.33,2.78,75.63,77.0,30.08,42.75,5.45,2024-08-21,7513,Moderate,2024,8,August,3,0,0.2722376237922148
USA,New York,31.09,38.98,15.91,9.07,0.67,38.01,31.0,20.72,64.47,6.6,2024-08-22,3321,Good,2024,8,August,3,0,0.10871167483420359
China,Beijing,57.71,78.04,34.56,7.65,1.36,54.29,52.0,28.85,65.56,0.83,2024-08-23,4255,Moderate,2024,8,August,3,0,0.19056454405058046
Japan,Kyoto,136.54,216.85,44.63,50.46,9.45,64.7,146.0,21.95,35.82,7.04,2024-08-24,3486,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.49776695755677575
USA,Chicago,93.6,150.38,58.89,10.68,4.99,75.02,118.0,18.39,100.0,5.42,2024-08-25,9602,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.3464828573500622
Vietnam,Da Nang,129.84,202.96,103.16,25.0,5.68,57.61,134.0,36.98,62.59,8.86,2024-08-26,6941,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.45507113246379066
USA,New York,105.1,135.89,81.43,17.98,4.74,41.67,81.0,31.22,67.16,8.95,2024-08-27,9697,Moderate,2024,8,August,3,0,0.340943946966189
China,Shanghai,180.8,234.87,108.54,46.86,9.13,45.54,158.0,22.64,67.12,9.51,2024-08-28,3600,Unhealthy,2024,8,August,3,1,0.5723083959277935
Vietnam,Da Nang,119.89,174.53,58.41,51.09,3.71,57.03,134.0,28.7,38.75,2.33,2024-08-29,3713,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.41007419815257135
USA,New York,110.24,187.45,54.95,47.49,6.94,110.29,144.0,31.46,74.09,1.42,2024-08-30,3491,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.5028124845064301
USA,Chicago,86.82,108.84,63.33,22.48,2.43,101.77,100.0,34.41,71.02,6.33,2024-08-31,7947,Moderate,2024,8,August,3,0,0.35484107609725285
China,Shanghai,133.0,208.19,53.88,61.21,3.35,56.38,125.0,21.84,60.18,8.16,2024-09-01,1801,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.4422050848429606
Germany,Munich,97.79,124.8,49.14,26.54,6.17,63.01,108.0,34.28,44.63,7.1,2024-09-02,7386,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.35366628460508814
USA,Los Angeles,121.25,165.41,91.85,53.07,3.04,74.37,107.0,26.58,76.55,3.72,2024-09-03,8807,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.46223972106156924
Germany,Munich,128.95,199.59,66.13,34.18,8.28,19.76,148.0,35.99,85.68,6.94,2024-09-04,3230,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.4094656666519205
Japan,Tokyo,151.32,206.22,90.4,47.34,7.81,89.95,177.0,12.73,75.22,10.09,2024-09-05,2226,Unhealthy,2024,9,September,3,1,0.5619202614153703
Japan,Kyoto,170.65,268.46,128.28,33.28,10.56,34.04,208.0,19.43,62.15,5.24,2024-09-06,6105,Very Unhealthy,2024,9,September,3,1,0.5794661372748185
China,Shenzhen,96.02,168.55,33.69,41.0,7.14,64.97,135.0,22.67,64.03,3.15,2024-09-07,2094,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.3942372299852906
Vietnam,Ho Chi Minh City,133.03,188.08,88.49,44.76,9.28,38.45,173.0,36.0,68.52,7.13,2024-09-08,3298,Unhealthy,2024,9,September,3,1,0.48602093805117524
China,Shanghai,215.36,286.03,128.7,64.07,9.27,96.87,244.0,22.28,51.45,5.84,2024-09-09,3625,Very Unhealthy,2024,9,September,3,1,0.7384421656567349
China,Shanghai,88.96,153.35,63.71,27.38,5.54,92.38,104.0,27.57,75.48,9.59,2024-09-10,3612,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.4084056879577124
Germany,Munich,141.99,173.83,71.23,54.74,6.5,67.29,162.0,23.57,34.19,6.25,2024-09-11,4168,Unhealthy,2024,9,September,3,1,0.48977825487486437
China,Shanghai,182.13,285.41,105.67,46.71,4.43,40.14,185.0,18.15,100.0,3.02,2024-09-12,2155,Unhealthy,2024,9,September,3,1,0.5326317477299215
China,Shanghai,159.23,236.88,56.47,18.84,5.33,52.9,143.0,45.0,59.88,5.59,2024-09-13,3300,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.4167828004715662
Germany,Berlin,139.25,232.37,54.44,31.87,6.49,92.09,165.0,31.66,100.0,3.61,2024-09-14,3487,Unhealthy,2024,9,September,3,1,0.4853655981420775
China,Shanghai,185.49,279.28,74.17,49.22,12.11,67.45,227.0,29.86,43.93,5.8,2024-09-15,3333,Very Unhealthy,2024,9,September,3,1,0.6224235931393676
Japan,Osaka,126.29,155.12,49.99,15.07,3.82,59.21,108.0,31.54,78.39,7.47,2024-09-16,1176,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.33529597364435354
Vietnam,Da Nang,88.95,110.39,59.18,22.26,3.4,119.08,93.0,22.86,73.79,5.29,2024-09-17,6098,Moderate,2024,9,September,3,0,0.38477152075243587
USA,New York,48.34,76.3,16.67,9.98,1.29,105.11,54.0,21.65,70.93,4.04,2024-09-18,8718,Moderate,2024,9,September,3,0,0.23141643679086268
China,Shenzhen,114.06,145.53,36.6,26.44,8.38,85.75,120.0,30.93,56.03,8.63,2024-09-19,8180,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.41328280156715724
Japan,Tokyo,109.91,174.51,57.55,35.84,8.57,58.28,143.0,24.19,87.26,4.91,2024-09-20,9867,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.4310604776363223
USA,Los Angeles,230.15,374.87,151.46875,49.07,14.94125,46.07,270.0,23.26,69.53,5.09,2024-09-21,3517,Very Unhealthy,2024,9,September,3,1,0.7855444916008733
Vietnam,Da Nang,78.78,120.6,28.82,36.71,5.67,62.08,103.0,21.94,64.13,10.34,2024-09-22,6593,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.327974629714283
